,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
408,sovetskiy,61.36,63.58,285.94,96,1,2.47,RU,1598821191
409,adre,13.47,22.2,297.7,74,73,3.12,TD,1598821192
410,gra liyia,35.02,25.68,299.82,60,0,3.13,GR,1598821192
411,malindi,-3.22,40.12,297.65,80,26,5.8,KE,1598821192
412,sumbe,-11.21,13.84,294.03,84,78,3.6,AO,1598821192
413,sakakah,29.97,40.21,307.15,9,0,2.1,SA,1598821086
414,sabha,27.04,14.43,305.63,19,0,3.74,LY,1598821066
415,abu dhabi,24.47,54.37,309.15,56,5,1,AE,1598821192
416,bulungu,-4.55,18.6,299.35,67,25,0.24,CD,1598821193
417,malanje,-9.54,16.34,292.82,61,21,0.61,AO,1598821193
418,hlobyne,49.39,33.26,295.45,39,0,3.77,UA,1598821193
419,avera,33.19,-82.53,306.15,55,1,2.1,US,1598821054
420,kalmunai,7.42,81.82,299.97,78,100,3.27,LK,1598821193
421,meyungs,,,,,,,,
422,sai buri,6.7,101.62,299.19,84,45,1.6,TH,1598821194
423,suzhou,31.31,120.62,300.37,90,11,2.33,CN,1598821194
424,aykhal,66,111.5,283.15,61,90,1,RU,1598821194
425,linhares,-19.39,-40.07,295.96,83,43,2.81,BR,1598821130
426,kemin,42.78,75.69,290.84,42,0,2.23,KG,1598821044
427,vila,42.03,-8.16,292.04,67,0,5.1,PT,1598821194
428,aswan,24.09,32.91,304.33,17,0,3.97,EG,1598821074
429,khasan,42.43,130.64,291.24,86,100,5.3,RU,1598821195
430,tabarqah,,,,,,,,
431,maniitsoq,65.42,-52.9,283.19,75,81,3.56,GL,1598821195
432,rangapara,26.82,92.65,298.02,92,100,1.73,IN,1598821195
433,dingli,35.86,14.38,300.37,94,20,3.6,MT,1598821195
434,cervo,43.67,-7.41,289.26,1,34,4.27,ES,1598821195
435,vardo,70.37,31.11,282.15,93,75,8.2,NO,1598821065
436,mount gambier,-37.83,140.77,276.15,93,69,2.6,AU,1598821051
437,patacamaya,-17.23,-67.92,285.48,38,20,6.33,BO,1598821196
438,cabatuan,10.88,122.49,298.4,85,99,2.17,PH,1598821196
439,birobidzhan,48.8,132.95,284.02,91,100,2.17,RU,1598821196
440,bara,10.37,10.73,297.65,86,84,1.19,NG,1598821196
441,gorno-chuyskiy,,,,,,,,
442,el faiyum,,,,,,,,
443,linxi,39.7,118.43,292.72,93,0,1.96,CN,1598821197
444,ingham,42.6,-84.38,294.26,60,75,1.5,US,1598821197
445,vao,-22.67,167.48,292.66,64,39,6.28,NC,1598821197
446,itoman,26.12,127.67,302.15,79,75,7.7,JP,1598821197
447,san lorenzo,-25.33,-57.53,294.15,73,90,6.7,PY,1598821151
448,nalut,30.33,10.85,305.1,13,0,4.31,LY,1598821198
449,srednekolymsk,67.45,153.68,279.5,77,3,3.52,RU,1598821036
450,nizhneyansk,,,,,,,,
451,biak,-0.91,122.88,298.06,80,91,3.34,ID,1598821198
452,mackenzie,55.3,-123.17,284.15,71,75,4.6,CA,1598821198
453,villazon,-22.09,-65.59,291.07,27,66,9.79,BO,1598821199
454,sao felix do xingu,-6.64,-51.99,306.65,27,38,0.99,BR,1598821199
455,thunder bay,48.4,-89.32,290.93,72,75,4.6,CA,1598821199
456,marcona,,,,,,,,
457,kavaratti,10.57,72.64,300.95,77,82,4.66,IN,1598821201
458,bethanien,-26.5,17.16,278.16,51,95,1.79,NA,1598821201
459,barbar,,,,,,,,
460,plover,44.46,-89.54,297.04,46,40,2.6,US,1598821201
461,flin flon,54.77,-101.86,290.15,59,75,3.6,CA,1598821127
462,cilegon,-6.02,106.05,299.15,78,20,1,ID,1598821133
463,bargal,,,,,,,,
464,beringovskiy,63.05,179.32,280.71,81,100,13.15,RU,1598821109
465,kaz,52.91,87.31,283.9,88,68,1.17,RU,1598821204
466,praya,14.92,-23.51,300.15,83,75,6.7,CV,1598821124
467,tiznit,29.58,-9.5,298.73,41,0,0.47,MA,1598821205
468,novyye burasy,52.13,46.07,292.59,46,50,0.89,RU,1598821205
469,dabakala,8.37,-4.43,295.89,93,36,2.36,CI,1598821205
470,stephenville,32.22,-98.2,310.93,30,1,4.6,US,1598821117
471,tjome,59.11,10.39,284.15,81,0,1.5,NO,1598821206
472,lar gerd,,,,,,,,
473,praia,14.92,-23.51,300.15,83,75,6.7,CV,1598821206
474,bardiyah,31.76,25.09,297.32,78,0,3.48,LY,1598821207
475,umzimvubu,,,,,,,,
476,lisakovsk,52.54,62.49,293.83,43,22,2.07,KZ,1598821207
477,vaitape,-16.52,-151.75,298.55,75,16,10.02,PF,1598821207
478,viedma,-40.81,-63,285.93,45,0,1.79,AR,1598821197
479,honningsvag,70.98,25.97,281.15,70,20,3.6,NO,1598821208
480,santa rosa,14.31,121.11,299.26,88,100,1,PH,1598821208
481,fairlie,55.76,-4.86,285.93,82,64,1.12,GB,1598821208
482,kampot,10.62,104.18,299.15,83,40,1.5,KH,1598821208
483,tazovskiy,67.47,78.7,278.2,91,3,2.52,RU,1598821209
484,glenwood springs,39.55,-107.32,300.15,46,90,2.6,US,1598821167
485,shahr-e kord,32.33,50.86,289.15,23,0,3.1,IR,1598821209
486,bonthe,7.53,-12.51,297.96,85,100,5.63,SL,1598821209
487,litoral del san juan,,,,,,,,
488,taicheng,38.73,113.23,289.41,82,100,1.69,CN,1598821209
489,sept-iles,50.2,-66.38,284.26,81,90,4.6,CA,1598821210
490,porto walter,-8.27,-72.74,304.63,45,98,1.49,BR,1598821054
491,yuancheng,36.65,107.79,284.75,87,1,1.54,CN,1598821210
492,sistranda,63.73,8.83,282.15,66,20,3.6,NO,1598821210
493,goderich,43.75,-81.72,294.26,67,19,4.91,CA,1598821210
494,wanaka,-44.7,169.15,281.72,70,100,4.85,NZ,1598821211
495,chernyshevskiy,63.01,112.47,280.41,93,0,1.48,RU,1598821211
496,namwala,-15.75,26.44,294.37,37,0,2.46,ZM,1598821211
497,pasighat,28.07,95.33,297.87,78,99,0.71,IN,1598821211
498,aklavik,68.22,-135.01,282.15,66,90,3.6,CA,1598821037
499,adrar,20.5,-10.07,307.71,11,100,5.43,MR,1598820886
500,bud,39.45,-86.18,298.15,53,1,3.56,US,1598821212
501,coihaique,-45.58,-72.07,283.15,53,20,3.1,CL,1598821161
502,svetlyy,54.67,20.13,290.93,88,100,2,RU,1598821212
503,nushki,29.55,66.02,297.9,19,89,0.57,PK,1598821064
504,kiama,-34.68,150.87,288.71,59,18,1.34,AU,1598821212
505,marystown,47.17,-55.15,292.59,100,100,0.45,CA,1598821119
506,djenne,13.91,-4.55,300.79,70,93,3.51,ML,1598821213
507,davila,18.47,120.58,300.42,77,99,5.08,PH,1598821213
508,naifaru,5.44,73.37,301.19,73,57,3.6,MV,1598821213
509,eldorado,-23.79,-54.28,299.44,57,2,1.68,BR,1598821213
510,chumikan,54.72,135.31,282.72,73,100,2.34,RU,1598821214
511,evensk,61.95,159.23,283.44,61,4,2.71,RU,1598821214
512,stoyba,,,,,,,,
513,mamallapuram,12.63,80.17,301.15,69,40,3.1,IN,1598821214
514,saint john,45.27,-66.07,292.15,59,75,5.7,CA,1598821214
515,nagar karnul,16.48,78.32,296.87,84,2,2.63,IN,1598821214
516,lai,9.4,16.3,295.98,86,92,1.03,TD,1598821215
517,launceston,-41.45,147.17,278.15,60,8,2.6,AU,1598820627
518,aldan,58.6,125.39,282.36,85,88,2.45,RU,1598821215
519,hervey bay,-25.3,152.85,288.71,87,75,3.1,AU,1598821215
520,kirando,-7.42,30.6,297.91,51,1,0.36,TZ,1598821215
521,altay,47.87,88.12,285.53,55,0,1.32,CN,1598821215
522,bontang,0.13,117.5,298.33,87,93,2.03,ID,1598821216
523,canchungo,12.07,-16.03,297.15,94,40,2.6,GW,1598821216
524,lakatoro,-16.1,167.42,298.15,88,75,4.1,VU,1598821216
525,uruana,-15.5,-49.69,303.63,21,73,0.37,BR,1598821216
526,sahrak,,,,,,,,
527,port hawkesbury,45.62,-61.35,297.15,69,75,9.3,CA,1598820985
528,onega,63.91,38.14,281.5,90,0,1.78,RU,1598820999
529,jinka,5.65,36.65,292.19,71,92,0.67,ET,1598821217
530,ahuimanu,21.44,-157.84,303.15,61,40,7.7,US,1598821217
531,hofn,64.25,-15.21,284.17,88,95,8.51,IS,1598821077
532,izumo,35.37,132.77,298.15,100,75,1.5,JP,1598821217
533,nichlaul,27.32,83.73,299.3,77,7,1.57,IN,1598821217
534,azovo,54.7,73.02,289.15,67,90,2,RU,1598821218
535,yumen,40.28,97.2,284.82,42,0,1.43,CN,1598821079
536,maturin,9.75,-63.18,302.59,78,100,1.22,VE,1598821086
537,port lincoln,-34.73,135.87,283.99,63,98,2.44,AU,1598821126
538,karkaralinsk,,,,,,,,
539,sorland,67.67,12.69,279.15,81,40,1.5,NO,1598821218
540,nouna,12.73,-3.87,297.67,86,71,3.09,BF,1598821218
541,havre-saint-pierre,50.23,-63.6,283.15,87,90,8.2,CA,1598821091
542,otane,-39.88,176.63,285.21,68,7,1.32,NZ,1598821219
543,provideniya,64.38,-173.3,285.15,66,75,7,RU,1598821037
544,loukhi,66.08,33.04,281.24,83,54,1.2,RU,1598821219
545,vrangel,42.73,133.08,289.31,79,97,4.91,RU,1598821219
546,mandalgovi,45.76,106.27,283.45,80,72,4.58,MN,1598821219
547,saint-joseph,-21.37,55.62,292.15,72,20,1,RE,1598821219
548,neuquen,-38.95,-68.06,289.15,29,0,3.6,AR,1598820995
549,barentsburg,,,,,,,,
550,benguela,-12.58,13.41,293.06,82,28,1.25,AO,1598821220
551,comodoro rivadavia,-45.87,-67.5,282.15,66,75,2.6,AR,1598821202
552,witrivier,,,,,,,,
553,kenai,60.55,-151.26,289.26,51,90,3.6,US,1598821132
554,ust-kamchatsk,,,,,,,,
555,anadyr,64.75,177.48,278.15,80,96,3,RU,1598821059
556,mildura,-34.2,142.15,277.15,100,0,2.6,AU,1598821220
557,nivala,63.92,24.97,283.15,86,100,1.18,FI,1598821221
558,saulia,46.63,24.22,292.15,82,0,2.6,RO,1598821221
559,sangamner,19.57,74.22,295.68,85,100,3.85,IN,1598821221
560,maragogi,-9.01,-35.22,297.04,85,8,5.12,BR,1598820936
561,okhotsk,59.38,143.3,286.08,81,100,5.34,RU,1598821110
562,innisfail,-17.53,146.03,288.71,99,64,0.89,AU,1598821167
563,darhan,49.49,105.92,284.36,86,100,0.79,MN,1598821221
564,padang,-0.95,100.35,298.31,81,100,1.93,ID,1598821045
565,amazar,53.86,120.88,284.77,93,100,1.91,RU,1598821222
566,krasnoshchekovo,51.67,82.73,286.07,73,0,0.89,RU,1598821222
567,kawalu,-7.38,108.21,293.97,91,92,0.68,ID,1598821222
568,cockburn town,21.46,-71.14,301.73,77,0,5.42,TC,1598821114
569,jepelacio,-6.12,-76.95,297.99,72,21,0.82,PE,1598821222
570,berlevag,70.86,29.09,282.15,70,75,3.6,NO,1598821092
571,khandyga,62.67,135.6,282.22,92,100,3.1,RU,1598821223
572,geresk,,,,,,,,
573,oum hadjer,13.3,19.7,297.06,86,96,2.94,TD,1598821223
574,bathsheba,13.22,-59.52,303.15,74,40,5.7,BB,1598821068
575,calama,-22.47,-68.93,294.15,7,100,9.8,CL,1598821223
576,wasilla,61.58,-149.44,289.82,54,1,3.1,US,1598821223
577,cabedelo,-6.98,-34.83,299.15,74,64,5.7,BR,1598821222
578,san rafael,-34.62,-68.33,287.95,31,0,3.66,AR,1598821224
579,talnakh,69.49,88.4,281.15,100,90,6,RU,1598821224
580,carndonagh,55.25,-7.27,286.15,82,20,4.1,IE,1598821224
581,armacao dos buzios,,,,,,,,
582,nocupetaro,19.05,-101.15,302.12,64,91,1.42,MX,1598821224
583,vestmanna,62.16,-7.17,283.15,100,100,3.6,FO,1598821225
584,cuamba,-14.8,36.54,295.4,40,0,1,MZ,1598821225
585,jalna,19.83,75.88,295.38,89,34,3.97,IN,1598821207
586,inongo,-1.95,18.27,295.59,83,96,1.89,CD,1598821058
587,bosaso,11.28,49.18,306.76,44,100,2.77,SO,1598821225
588,nong khai,17.88,102.74,297.98,91,100,1.51,TH,1598821225
589,pitea,65.32,21.48,284.15,93,100,2.1,SE,1598821225
590,cozumel,20.51,-86.95,305.15,62,40,4.6,MX,1598821226
591,portlethen,57.05,-2.13,282.15,87,75,1,GB,1598821226
592,laguna,38.42,-121.42,305.37,35,0,0.45,US,1598821226
593,senmonorom,,,,,,,,
594,chingirlau,51.09,54.08,292.64,61,0,4.02,KZ,1598821226
595,ginir,7.13,40.7,290.09,74,80,3.86,ET,1598821227
596,jalu,29.03,21.55,303.11,22,0,3.78,LY,1598821068
597,khash,28.22,61.22,290.83,28,44,3.2,IR,1598821227
598,ilhabela,-23.78,-45.36,295.89,74,0,2.98,BR,1598821005
599,manuk mangkaw,4.8,119.85,302.07,69,100,2.74,PH,1598821227
600,kigali,-1.95,30.06,294.15,60,40,1,RW,1598821084
601,walvis bay,-22.96,14.51,285.37,66,0,2.6,NA,1598821227
602,bundaberg,-24.85,152.35,288.71,87,75,3.1,AU,1598821228
603,zonguldak,41.25,31.83,292.34,57,0,1.35,TR,1598821053
604,limanowa,49.71,20.42,297.59,60,100,2.97,PL,1598821228
605,allentown,40.61,-75.49,299.26,47,40,2.6,US,1598820991
606,ust-kuyga,70.02,135.6,280.3,69,0,0.91,RU,1598821119
607,candolim,15.52,73.76,299.53,83,3,1.85,IN,1598821228
608,tezu,27.92,96.17,298.24,76,100,0.45,IN,1598821228
609,del rio,29.36,-100.9,312.15,33,1,6.2,US,1598821229
610,san juan,-31.54,-68.54,289.36,31,0,2.04,AR,1598821229
611,gushikawa,26.35,127.87,301.15,88,40,7.7,JP,1598821229
612,algete,40.6,-3.5,291.48,33,0,3.6,ES,1598821229
613,harlingen,26.19,-97.7,309.15,50,40,8.2,US,1598821198
614,kikwit,-5.04,18.82,299.98,64,56,0.12,CD,1598821230
615,markala,13.7,-6.07,299.41,79,100,2.64,ML,1598821230
616,puerto del rosario,28.5,-13.86,296.15,73,20,8.2,ES,1598821100
617,waddan,29.16,16.14,300.71,37,0,6.87,LY,1598821230
618,seminole,28.71,-81.21,299.82,88,90,3.1,US,1598821230
619,mackay,-21.15,149.2,290.15,88,90,2.6,AU,1598821075
620,almaznyy,48.04,40.05,296.15,40,0,4,RU,1598821231
621,kachiry,53.07,76.1,290.62,63,18,1.9,KZ,1598821231
622,humaita,-7.51,-63.02,305.53,43,74,2.08,BR,1598821231
623,nova cruz,-6.48,-35.43,300.15,65,20,6.7,BR,1598821231
624,cayambe,0.05,-78.13,297.15,38,40,9.8,EC,1598821231
